date,Equity_Sim,Bond_Sim,Commodity_Sim
2023-09-21,0.02244586,-0.00397617,0.03553206
2023-09-22,0.00269812,0.00151539,0.00691681
2023-09-25,-0.00976582,-0.00114702,-0.00513343
2023-09-26,0.01320585,-0.00049482,0.02616715
2023-09-27,0.01281664,-0.00174717,0.02365730
2023-09-28,-0.00565074,0.00424959,0.01263435
2023-09-29,0.01896973,0.00110940,-0.00338136
2023-10-02,-0.00198192,-0.00432605,-0.01700072
2023-10-03,0.00543443,-0.00239809,-0.00301331
2023-10-04,0.00620913,0.00619438,0.00823221
2023-10-05,-0.02090542,-0.00095931,-0.01433786
2023-10-06,-0.00979189,-0.00212823,0.01318294
2023-10-09,-0.00889215,-0.00327090,-0.00739653
2023-10-10,-0.00520521,-0.00392423,-0.02192569
2023-10-11,0.00565367,-0.00378096,0.00576100
2023-10-12,0.01041283,-0.00116209,-0.01811317
2023-10-13,0.01168923,-0.00053245,-0.00781990
2023-10-16,-0.00874770,-0.00939704,-0.02695516
2023-10-17,0.01005531,0.00005411,-0.02889987
2023-10-18,0.02322790,0.00024273,0.01816292
2023-10-19,0.00210026,-0.00474168,0.01050167
2023-10-20,-0.00141429,-0.00171018,-0.01919431
2023-10-23,-0.00518781,-0.00390015,-0.02774160
2023-10-24,-0.00096998,0.00000362,0.00634379
2023-10-25,-0.00663986,-0.00418171,0.01775259
2023-10-26,-0.00271044,-0.00025395,0.01189263
2023-10-27,-0.00568443,0.00677202,-0.00407009
2023-10-30,-0.01417074,-0.00120526,-0.00631540
2023-10-31,0.00052696,0.00061128,0.02340327
2023-11-01,-0.00844291,-0.00116807,0.00136639
2023-11-02,-0.01310791,0.00045885,-0.02315432
2023-11-03,0.02567846,0.00030407,0.03486142
2023-11-06,-0.00792055,-0.00255263,-0.03621829
2023-11-07,-0.00362166,0.00139497,-0.04052197
2023-11-08,-0.00178050,0.00191792,0.04138185
2023-11-09,0.00791273,0.00780829,-0.01207605
2023-11-10,-0.01791794,-0.00349771,0.03313115
2023-11-13,-0.00322775,-0.00097985,0.00791652
2023-11-14,0.00517730,-0.00210594,-0.00580947
2023-11-15,-0.00263223,-0.00256031,-0.02474095
2023-11-16,-0.01307661,0.00251073,-0.02910995
2023-11-17,-0.00784988,-0.00155040,-0.02417667
2023-11-20,0.00617509,0.00195014,0.01008541
2023-11-21,0.01167121,-0.00168534,-0.02295097
2023-11-22,0.01157957,0.00429901,-0.01024657
2023-11-23,-0.00252072,-0.00230419,-0.00512581
2023-11-24,-0.00745191,-0.00093773,0.00855016
2023-11-27,0.01368626,0.00033231,0.01011974
2023-11-28,-0.00148210,-0.00284857,-0.00055166
2023-11-29,0.00049204,-0.00378515,-0.03404102
2023-11-30,-0.00525021,0.00449181,-0.04018658
2023-12-01,-0.01582392,-0.00349282,0.03084280
2023-12-04,-0.00715891,0.00313678,0.02848203
2023-12-05,0.00407633,-0.00171382,-0.03351080
2023-12-06,0.00296550,-0.00054086,-0.00491801
2023-12-07,0.00241192,-0.00065732,-0.01484714
2023-12-08,-0.02116731,0.00197075,0.00554258
2023-12-11,0.01232880,-0.00123586,-0.00460623
2023-12-12,0.03562427,-0.00123657,0.01662388
2023-12-13,-0.01329393,0.00340969,0.02767575
2023-12-14,-0.00825729,0.00449185,0.00615963
2023-12-15,0.02619226,0.00036379,0.01536831
2023-12-18,-0.00213529,-0.00074544,-0.00531433
2023-12-19,0.00195617,0.00481132,-0.01579248
2023-12-20,-0.00681427,0.00123103,-0.01652580
2023-12-21,-0.00338047,-0.00431477,0.04036279
2023-12-22,0.01490299,0.00195415,-0.00721768
2023-12-25,-0.00805192,-0.00297187,-0.02337775
2023-12-26,-0.01519538,0.00120159,-0.01007603
2023-12-27,0.01392409,0.00245727,-0.00732095
2023-12-28,0.00035961,0.00425323,-0.00639457
2023-12-29,0.00353558,-0.00449345,0.01245105
2024-01-01,-0.02586628,-0.00364135,-0.03341263
2024-01-02,0.00044976,0.00275033,-0.01320800
2024-01-03,0.01636958,-0.00110814,-0.02896856
2024-01-04,-0.00208414,-0.00208497,0.00285345
2024-01-05,-0.00006224,-0.00526021,-0.00716256
2024-01-08,0.01699449,-0.00321740,0.02663787
2024-01-09,-0.02308873,0.00005932,0.00994536
2024-01-10,-0.02330869,0.00265293,-0.01727807
2024-01-11,0.00303907,0.00362998,-0.02744219
2024-01-12,0.01319923,-0.00094678,0.00480581
2024-01-15,-0.01872679,0.00193739,-0.05258641
2024-01-16,-0.03027144,-0.00360867,-0.01878961
2024-01-17,-0.00045400,0.00071775,0.00833483
2024-01-18,0.01247200,0.00315837,0.00168439
2024-01-19,-0.01353367,-0.00040582,0.00033889
2024-01-22,-0.00857353,-0.00072393,-0.00677818
2024-01-23,-0.01732452,0.00240012,0.01703048
2024-01-24,0.01841645,0.00158647,0.01441183
2024-01-25,-0.00505583,0.00521694,-0.02338691
2024-01-26,0.00071699,0.00102398,0.02742917
2024-01-29,-0.01464271,-0.00037798,-0.02416613
2024-01-30,0.00526303,0.00490288,-0.00238100
2024-01-31,0.01209782,0.00138370,0.00268565
2024-02-01,-0.00420885,0.00050479,-0.00406907
2024-02-02,0.00123975,-0.00140418,-0.02359052
2024-02-05,-0.00281580,-0.00088872,-0.01485300
2024-02-06,-0.02344321,-0.00460768,-0.01036471
2024-02-07,0.00090783,0.00009477,0.00358351
2024-02-08,0.01044048,0.00397186,0.01599770
2024-02-09,0.01245352,-0.00237957,-0.01590048
2024-02-12,-0.00037381,-0.00036932,-0.01046263
2024-02-13,0.01170321,-0.00120719,0.00447451
2024-02-14,-0.00457708,0.00209291,0.01350524
2024-02-15,0.00974714,0.00190228,0.00048192
2024-02-16,0.01737232,0.00981915,0.03443390
2024-02-19,-0.00628565,0.00042307,0.01827059
2024-02-20,-0.01799344,0.00060406,-0.02207979
2024-02-21,0.00539010,0.00371799,0.00354747
2024-02-22,-0.00619636,-0.00395273,0.02158816
2024-02-23,-0.00585711,0.00270370,0.00872453
2024-02-26,0.00058224,-0.00235731,0.00198701
2024-02-27,0.00512428,0.00076000,0.00006843
2024-02-28,-0.00229199,0.00070001,0.01077476
2024-02-29,0.00314073,-0.00507476,-0.00270978
2024-03-01,0.00993473,0.00351635,-0.00630600
2024-03-04,-0.00640038,0.00104780,0.00891363
2024-03-05,0.01398573,-0.00385777,0.03487554
2024-03-06,0.01221756,0.00223544,0.01563317
2024-03-07,0.00822757,0.00384466,-0.04167101
2024-03-08,-0.01468850,-0.00117049,0.00090445
2024-03-11,0.01174040,-0.00113333,0.00805414
2024-03-12,0.01088492,-0.00091244,-0.00522243
2024-03-13,-0.01057802,-0.00294782,-0.01840962
2024-03-14,0.00007418,0.00019453,0.03515632
2024-03-15,0.01845391,-0.00195074,0.00833031
2024-03-18,-0.00734230,0.00163696,-0.02263240
2024-03-19,-0.00751026,-0.00143858,-0.00690407
2024-03-20,-0.00013876,-0.00103262,-0.03268367
2024-03-21,0.00281090,0.00218509,0.03170405
2024-03-22,-0.00361401,-0.00013889,-0.00274504
2024-03-25,0.01078325,0.00364880,0.00857823
2024-03-26,-0.01415595,0.00123425,0.00319788
2024-03-27,-0.00255398,0.00068547,0.02832881
2024-03-28,0.00522874,0.00433270,-0.02017399
2024-03-29,0.01113413,-0.00061567,0.02774227
2024-04-01,-0.00316206,-0.00183138,0.03219706
2024-04-02,0.00454603,0.00099184,-0.00068352
2024-04-03,-0.01183961,-0.00037553,-0.01239294
2024-04-04,0.01571034,-0.00309259,0.00220881
2024-04-05,0.00051169,0.00069637,-0.00089119
2024-04-08,-0.01039936,0.00268484,0.01378762
2024-04-09,0.00765086,-0.00232487,-0.01306866
2024-04-10,0.00170529,0.00308309,0.02135202
2024-04-11,0.00893040,-0.00083530,0.00733127
2024-04-12,0.00294990,-0.00382460,0.01559355
2024-04-15,0.01019535,-0.00150754,0.00622268
2024-04-16,-0.00790094,-0.00125486,0.00604067
2024-04-17,-0.00611563,0.00259320,-0.02909895
2024-04-18,-0.01063746,0.00013044,0.00449206
2024-04-19,0.00207410,0.00046674,-0.00179930
2024-04-22,0.00467797,0.00506951,-0.00472680
2024-04-23,-0.00470437,-0.00217465,0.00804746
2024-04-24,-0.01704549,-0.00165759,-0.01564877
2024-04-25,0.01547465,0.00090271,0.00915693
2024-04-26,-0.00454652,0.00407209,-0.00692519
2024-04-29,0.01871964,0.00220561,0.02633618
2024-04-30,-0.00073626,-0.00153263,-0.00330598
2024-05-01,0.00835306,-0.00105816,-0.02193753
2024-05-02,-0.00835531,0.00086971,-0.01136534
2024-05-03,-0.00772244,0.00038635,-0.02534176
2024-05-06,-0.00177884,0.00230151,0.00382568
2024-05-07,0.00333869,-0.00145633,0.01558180
2024-05-08,-0.00470291,0.00317802,-0.00395391
2024-05-09,0.00421802,-0.00164216,-0.01954705
2024-05-10,-0.02669714,0.00402926,-0.05515733
2024-05-13,-0.03726132,-0.00016049,-0.01343866
2024-05-14,-0.01191787,0.00239472,-0.01724723
2024-05-15,-0.00799698,-0.00156664,0.01897006
2024-05-16,-0.00372562,-0.00154964,-0.02029499
2024-05-17,-0.02203734,0.00221338,-0.01333527
2024-05-20,0.00172804,0.00150082,-0.02965666
2024-05-21,0.00256717,0.00258776,-0.00157699
2024-05-22,0.00376744,-0.00059190,0.02148191
2024-05-23,-0.01187620,0.00322975,-0.01733295
2024-05-24,0.01721648,0.00024443,0.00320041
2024-05-27,0.01260601,0.00102001,0.00411790
2024-05-28,0.00849318,-0.00191811,-0.01797081
2024-05-29,-0.00441561,-0.00223665,0.01582376
2024-05-30,-0.00082222,-0.00663072,-0.00368325
2024-05-31,-0.00609346,0.00024450,-0.01952884
2024-06-03,-0.02316956,0.00389613,0.00348754
2024-06-04,0.00269106,0.00357600,0.00297149
2024-06-05,0.00736316,0.00288294,-0.00372194
2024-06-06,0.00045141,-0.00383441,0.00363258
2024-06-07,0.03288670,0.00190276,0.00135192
2024-06-10,0.00633423,-0.00275911,-0.01269089
2024-06-11,0.01196417,0.00674396,0.02533427
2024-06-12,0.01890094,0.00199094,-0.00555838
2024-06-13,0.00878069,0.00161170,0.00742492
2024-06-14,-0.00792767,0.00503250,0.03473783
2024-06-17,0.01116916,0.00489469,-0.02341315
2024-06-18,0.00032019,-0.00131848,-0.00489183
2024-06-19,0.01383912,0.00214622,0.02674115
2024-06-20,0.00212614,-0.00214934,0.00363584
2024-06-21,0.00712289,-0.00292541,0.03864842
2024-06-24,0.00137695,-0.00366335,0.00433466
2024-06-25,-0.01166764,0.00205212,-0.02202072
2024-06-26,0.02005016,0.00181915,0.01931669
2024-06-27,-0.00112702,-0.00184745,-0.03138944
2024-06-28,-0.01506501,-0.00229783,-0.01905403
2024-07-01,-0.01920240,0.00032494,-0.03616464
2024-07-02,-0.00453166,-0.00365420,-0.00345533
2024-07-03,-0.00589427,0.00024172,-0.00110790
2024-07-04,-0.02018787,-0.00498620,0.00422674
2024-07-05,-0.00804597,0.00004313,0.01674447
2024-07-08,-0.01670987,-0.00534434,-0.05707047
2024-07-09,-0.00709828,-0.00300635,-0.00202418
2024-07-10,0.00466567,-0.00002075,0.01872842
2024-07-11,-0.00243193,-0.00376319,-0.00733388
2024-07-12,-0.01963761,-0.00086738,0.00446912
2024-07-15,-0.00256396,0.00301458,0.00472883
2024-07-16,-0.02957799,-0.00313047,-0.03902424
2024-07-17,-0.00491797,-0.00580135,-0.01894953
2024-07-18,-0.00895035,-0.00394317,-0.00881263
2024-07-19,0.01546329,0.00148022,0.02892972
2024-07-22,-0.00389017,0.00093257,-0.00309505
2024-07-23,0.00664818,-0.00161251,0.00159270
2024-07-24,-0.01436998,0.00101572,-0.01167113
2024-07-25,-0.01381624,0.00249603,0.01515703
2024-07-26,-0.00021801,0.00274171,-0.01155245
2024-07-29,0.00315252,-0.00010126,-0.03551866
2024-07-30,-0.00562335,-0.00595064,-0.03771095
2024-07-31,-0.00553771,0.00034924,-0.00806587
2024-08-01,-0.00497990,-0.00713123,0.00121049
2024-08-02,-0.00384718,-0.00326222,0.02187983
2024-08-05,-0.01452611,-0.00250629,-0.01409438
2024-08-06,-0.00798271,0.00217210,0.00423885
2024-08-07,0.02501544,0.00154765,0.03094052
2024-08-08,0.01344571,-0.00070738,0.04450864
2024-08-09,0.02349712,0.00052092,0.01043193
2024-08-12,0.02312852,-0.00183206,0.02308272
2024-08-13,-0.00187371,-0.00426985,0.00387014
2024-08-14,-0.00090568,0.00139038,-0.01055635
2024-08-15,0.00341360,0.00222475,0.01853698
2024-08-16,0.00992534,-0.00302280,0.01463941
2024-08-19,-0.00278868,0.00125997,-0.00172122
2024-08-20,-0.00797931,-0.00348378,-0.00920004
2024-08-21,-0.00402201,-0.00285585,0.00755017
2024-08-22,-0.00606792,-0.00563966,0.00462805
2024-08-23,-0.01507250,0.00734187,-0.03394915
2024-08-26,-0.00322255,-0.00342263,-0.00214459
2024-08-27,-0.00616404,0.00044022,0.01697386
2024-08-28,0.00723915,0.00035522,0.01693011
2024-08-29,-0.00196195,0.00826208,0.00389332
2024-08-30,-0.01010258,0.00314062,0.01719960
2024-09-02,0.00834842,-0.00325048,0.02636632
2024-09-03,0.00953718,0.00203080,0.01360831
2024-09-04,-0.00300663,0.00162770,-0.02185451
2024-09-05,-0.00087464,-0.00187276,-0.01042214
2024-09-06,0.01304398,-0.00118267,-0.02140010
2024-09-09,-0.01263605,0.00117824,0.00287559
2024-09-10,-0.00325653,0.00158483,0.00261064
2024-09-11,-0.00489733,-0.00626151,-0.01139702
2024-09-12,0.01494409,0.00318794,-0.00527820
2024-09-13,-0.00032387,-0.00304264,-0.02168634
2024-09-16,0.01899113,-0.00184787,-0.01136415
2024-09-17,-0.00187281,0.00320325,-0.01119804
2024-09-18,0.00721419,0.00937194,0.01606148
2024-09-19,0.01355653,0.00641939,0.02385002
2024-09-20,0.00433898,0.00133497,-0.00131782
2024-09-23,0.00476609,0.00308635,0.02613130
2024-09-24,-0.01975926,0.00034410,-0.01168827
2024-09-25,-0.00723241,0.00378129,-0.00532197
2024-09-26,-0.00101198,-0.00296674,0.00205255
2024-09-27,-0.00122379,-0.00640652,0.00846123
2024-09-30,0.00539574,-0.00045796,-0.02380339
2024-10-01,-0.00789165,-0.00630104,0.02594688
2024-10-02,-0.01867658,-0.00486705,-0.00514076
2024-10-03,0.00336078,0.00081635,0.00033593
2024-10-04,-0.01176530,-0.00084105,-0.03525803
2024-10-07,-0.02883673,-0.00167818,0.00909880
2024-10-08,0.01520482,0.00324104,0.02421283
2024-10-09,-0.00536385,-0.00026839,-0.01739667
2024-10-10,-0.01605961,0.00449729,0.01107705
2024-10-11,-0.02321433,-0.00248725,-0.01089655
2024-10-14,0.00990997,0.00146209,0.01752090
2024-10-15,0.01225369,-0.00440023,0.01228125
2024-10-16,0.00069120,0.00334330,-0.02147857
2024-10-17,0.00183252,0.00055050,-0.00433639
2024-10-18,-0.01177479,-0.00294932,0.00633086
2024-10-21,-0.00044457,0.00062127,-0.00122444
2024-10-22,0.00901031,0.00304638,0.00746045
2024-10-23,0.01080952,0.00033735,-0.00257501
2024-10-24,0.00324003,-0.00210536,0.00156389
2024-10-25,0.01264848,0.00298185,0.00419482
2024-10-28,-0.00005349,0.00553005,0.00536115
2024-10-29,0.00138117,0.00100857,0.01165107
2024-10-30,-0.02998439,-0.00356200,0.00634574
2024-10-31,0.01448779,-0.00193577,0.02144020
2024-11-01,0.00682181,0.00211897,-0.00310840
2024-11-04,-0.00370013,-0.00008774,-0.01234555
2024-11-05,-0.00219955,0.00482539,0.00393332
2024-11-06,0.00109825,0.00326924,-0.00053154
2024-11-07,0.01210738,0.00469543,0.00318880
2024-11-08,-0.00259939,-0.00624602,0.00917360
2024-11-11,-0.02447248,-0.00182653,-0.02353580
2024-11-12,0.00570504,-0.00030655,-0.02648268
2024-11-13,-0.00617083,-0.00010819,-0.01237415
2024-11-14,0.01625050,-0.00194660,-0.00430996
2024-11-15,0.00119299,0.00024100,-0.00794415
2024-11-18,-0.00412898,0.00466236,0.01867235
2024-11-19,0.00844641,0.00065050,0.01681534
2024-11-20,-0.02132534,-0.00183166,0.02016828
2024-11-21,0.00497841,0.00627812,0.01662211
2024-11-22,-0.00348230,0.00037408,-0.00874163
2024-11-25,-0.01435232,-0.00212340,0.00646180
2024-11-26,-0.00425202,-0.00204388,0.00573346
2024-11-27,0.01147570,-0.00115673,-0.00448103
2024-11-28,-0.01408437,-0.00465752,-0.01903854
2024-11-29,0.01423551,-0.00333236,0.01329608
2024-12-02,0.00662586,0.00171289,-0.01579202
2024-12-03,-0.01146631,-0.00370749,-0.00898218
2024-12-04,0.00289074,0.00344029,0.02403018
2024-12-05,0.01531243,0.00804492,0.02277066
2024-12-06,-0.01197965,-0.00540559,0.01343010
2024-12-09,0.00584829,0.00061149,0.02656470
2024-12-10,0.01250037,0.00201939,-0.01199298
2024-12-11,0.00098454,0.00219929,-0.02016585
2024-12-12,-0.01321934,0.00490522,0.00185959
2024-12-13,-0.01285672,-0.00508414,-0.00609503
2024-12-16,0.00567689,0.00184020,-0.01057375
2024-12-17,-0.01857159,-0.00052484,-0.00053360
2024-12-18,-0.00089164,0.00095013,0.01464246
2024-12-19,0.02481945,0.00233639,-0.01462016
2024-12-20,0.01067451,-0.00430406,0.01588101
2024-12-23,0.00823426,0.00984208,-0.00012894
2024-12-24,0.01743465,0.00564974,0.00073539
2024-12-25,0.01582947,-0.00244387,-0.00243869
2024-12-26,0.01853418,-0.00166211,-0.00607238
2024-12-27,-0.01574873,0.00660225,-0.01283321
2024-12-30,0.00256761,-0.00010465,-0.03291456
2024-12-31,0.00175940,0.00043819,0.00343053
2025-01-01,-0.00396125,0.00230534,-0.01236587
2025-01-02,-0.01199035,0.00183937,0.00628225
2025-01-03,0.00953736,0.00010676,0.01618903
2025-01-06,-0.00113010,0.00483031,0.00254512
